Date,Close,High,Low,Open,Volume
2014-01-02,14.33686637878418,14.402812685237212,14.297298594912363,14.389623423946604,43679450
2014-01-03,14.435791015625,14.481953441746091,14.350059247286605,14.356653879589619,30349074
2014-01-06,14.448976516723633,14.547895975503396,14.422597994382361,14.50832819199149,42798546
2014-01-07,14.455574035644531,14.528114986577268,14.409411612323698,14.528114986577268,58506229
2014-01-08,14.501737594604492,14.521521491862709,14.442385902829844,14.481953697346276,44270453
2014-01-09,14.55449390411377,14.574279348751894,14.46216905499866,14.547899272034119,35872817
2014-01-10,14.52811336517334,14.56768115217525,14.462167053503489,14.547897258674295,44795967
2014-01-13,14.3104887008667,14.534707704440166,14.284110176728518,14.508329180301985,52459804
2014-01-14,14.429192543029785,14.448977985195386,14.317083811685604,14.389624755496545,38581263
2014-01-15,14.600658416748047,14.613847681394857,14.488548118850929,14.495142751174335,75928326
2014-01-16,14.508330345153809,14.567682029229973,14.475357187333717,14.561088946065007,57911287
2014-01-17,14.462172508239746,14.554497379399956,14.4291977915687,14.528118844782753,70660016
2014-01-21,14.475358009338379,14.55449359260043,14.389626245738684,14.54130432872342,51099056
2014-01-22,14.481954574584961,14.514927738679324,14.442386777671725,14.501738473041579,22301904
2014-01-23,14.244542121887207,14.422600272614968,14.178595805616974,14.416004092588878,64648058
2014-01-24,13.921403884887695,14.172001439814103,13.921403884887695,14.172001439814103,86803719
2014-01-27,13.835671424865723,14.007133390122666,13.756535847854371,13.94118707594654,79350014
2014-01-28,14.020329475402832,14.0335187446561,13.895029869097023,13.908220686750061,43538500
2014-01-29,13.855456352233887,13.993945170729019,13.82248319268722,13.868645616052554,79334380
2014-01-30,14.053297996520996,14.079676526295536,13.934594612535566,13.980757039641011,56607904
2014-01-31,13.88843059539795,14.020324792274533,13.815889638735417,13.842268168430884,65974214
2014-02-03,13.538910865783691,13.908214896321569,13.51912697014045,13.875240188517042,129496030
2014-02-04,13.67080307006836,13.74334401024462,13.558692795942507,13.604856760817212,67895066
2014-02-05,13.657615661621094,13.703778084361355,13.558694635921421,13.651021029801056,58062823
2014-02-06,13.868644714355469,13.87523934583604,13.677398853019895,13.683993484500464,49232368
2014-02-07,14.040106773376465,14.05329603642415,13.881834068405201,13.927996489072099,63056129
2014-02-10,14.053297996520996,14.066487261408266,13.974162407197376,14.046703364077361,53244320
2014-02-11,14.198375701904297,14.237945028921859,14.033508409260122,14.099456255356971,46243500
2014-02-12,14.198375701904297,14.264321999602513,14.145618663745722,14.218159591213762,47764154
2014-02-13,14.251137733459473,14.257733913939134,14.073082667286316,14.073082667286316,39783458
2014-02-14,14.270923614501953,14.284112879066251,14.204975743281233,14.231354272409833,37421046
2014-02-18,14.297301292419434,14.323679819977547,14.231353425125018,14.284112028640376,26168844
2014-02-19,14.099462509155273,14.336870834569641,14.092867876460412,14.251139061137112,78908823
2014-02-20,14.13902759552002,14.172000752674887,14.033511944225424,14.112647521397104,39164019
2014-02-21,14.165410041809082,14.218167107858461,14.112651427360253,14.165410041809082,53100785
2014-02-24,14.270923614501953,14.3434645696056,14.165407949588335,14.172002581870485,51914224
2014-02-25,14.185192108154297,14.270923877803233,14.152218946135187,14.26432769700016,49380703
2014-02-26,14.165410041809082,14.231356374370804,14.092869075991187,14.218167107858461,52231699
2014-02-27,14.237950325012207,14.244543408835828,14.099461499933632,14.145623925493421,47711837
2014-02-28,14.3104887008667,14.389624273281242,14.218162317984138,14.24454084212232,69264062
2014-03-03,14.198375701904297,14.218159591213762,14.106050885126793,14.178591812594831,61089483
2014-03-04,14.488548278808594,14.488548278808594,14.336870185296478,14.363248714881324,61500268
2014-03-05,14.640225410461426,14.640225410461426,14.46216879906274,14.495141958877468,58700112
2014-03-06,14.686389923095703,14.719363087600314,14.633632859888325,14.640227492789245,53457898
2014-03-07,14.752330780029297,14.831466337180608,14.692977563767185,14.778709299079734,81544764
2014-03-10,14.758934020996094,14.83806962431963,14.666607602052434,14.719364670934793,29071542
2014-03-11,14.660005569458008,14.791899723495742,14.627032418048262,14.778710462931844,55578050
2014-03-12,14.633626937866211,14.64022156809838,14.528111305752773,14.567679087145784,39319248
2014-03-13,14.468761444091797,14.699575079497388,14.43578828880513,14.679791186325389,70116160
2014-03-14,14.37644100189209,14.534712195626541,14.363250187348145,14.416007251926297,54433958
2014-03-17,14.52811336517334,14.58087041450922,14.481950947004444,14.495140209338414,46338656
2014-03-18,14.600658416748047,14.613847681394857,14.54130517743817,14.56768370673179,44158186
2014-03-19,14.594063758850098,14.699577875839676,14.488548093461292,14.613847655785644,69971394
2014-03-20,14.82487678527832,14.857849945385428,14.567683039644546,14.567683039644546,112214267
2014-03-21,14.826860427856445,14.992338721871965,14.807003219071026,14.926146471783541,82702027
2014-03-24,14.820245742797852,14.912912744545133,14.734196258466461,14.87319831522487,68496287
2014-03-25,14.80700397491455,14.8930518840438,14.734192651514235,14.866575604311723,42096507
2014-03-26,14.654764175415039,14.899671323141847,14.654764175415037,14.893052253044829,62505872
2014-03-27,14.575332641601562,14.687858378598373,14.495903806641712,14.621666128661476,81009033
2014-03-28,14.634906768798828,14.727575312891918,14.581954203109799,14.61505111080273,48922771
2014-03-31,14.78714656829834,14.833481616219697,14.727574933433056,14.74081307451423,41048557
2014-04-01,14.813627243041992,14.859960745704079,14.773911258051228,14.826865386659732,51651775
2014-04-02,14.846713066101074,14.879808403888417,14.800379593198794,14.82685586342867,44565278
2014-04-03,14.820245742797852,14.879817386778248,14.773910687786726,14.859960172118116,46626833
2014-04-04,14.674622535705566,14.932769397993633,14.661384394474103,14.899672490777709,60202301
2014-04-07,14.449572563171387,14.6680050249948,14.43633442053208,14.661385953675147,72897112
2014-04-08,14.469429016113281,14.502525925108252,14.350285738625846,14.462811499279107,56290676
2014-04-09,14.595191955566406,14.608430096635864,14.442951779130398,14.515763109149662,44907126
2014-04-10,14.257613182067871,14.60842695319489,14.250994112957434,14.60842695319489,94458692
2014-04-11,14.085516929626465,14.257614294057086,14.025945302986377,14.092135999253141,98050873
2014-04-14,14.198042869567871,14.270852636497974,14.052421781570612,14.250995427335218,69247689
2014-04-15,14.330426216125488,14.356904052753118,14.125235026825179,14.231140156786628,103855038
2014-04-16,14.442950248718262,14.449569318551617,14.31056885205116,14.396616759884777,49363100
2014-04-17,14.469429016113281,14.502525925108252,14.396619235426515,14.462811499279107,58956037
2014-04-21,14.456186294555664,14.489283193065779,14.423090950182408,14.476045055316476,37683618
2014-04-22,14.555480003356934,14.595194433307393,14.423097016051225,14.476051143456015,33032777
2014-04-23,14.588573455810547,14.601811597397948,14.522382747873543,14.542239960254644,32197667
2014-04-24,14.581953048706055,14.654764374901534,14.52238141702198,14.654764374901534,36918798
2014-04-25,14.462807655334473,14.562093693518959,14.436329824348341,14.54885555509436,35205738
2014-04-28,14.376761436462402,14.502525333932113,14.23775939758928,14.462810909721874,54068967
2014-04-29,14.515765190124512,14.522384261608147,14.396620349281585,14.409858492248858,34182162
2014-04-30,14.53562068939209,14.568716042905066,14.462810911663544,14.476049053068733,46774307
2014-05-01,14.56209659576416,14.581953807358627,14.489286819917787,14.535620313638207,33615533
2014-05-02,14.555480003356934,14.687862990662643,14.522384645064884,14.568718146673755,34600209
2014-05-05,14.495903968811035,14.509142108119109,14.370140091247297,14.42309264847959,23206197
2014-05-06,14.2907133102417,14.456190075386303,14.2907133102417,14.456190075386303,73906286
2014-05-07,14.482666015625,14.495905710661015,14.323808324839538,14.363522747535903,50411420
2014-05-08,14.522381782531738,14.601810626776292,14.462810149348321,14.462810149348321,35858291
2014-05-09,14.515765190124512,14.53562240457542,14.423096635216131,14.515765190124512,29373014
2014-05-12,14.661385536193848,14.668004607325022,14.555478843957648,14.588574199613527,25643084
2014-05-13,14.648147583007812,14.707719223957337,14.628290369357972,14.668004796657653,28989311
