Date,Close,High,Low,Open,Volume
2014-01-02,46.159969329833984,46.40278190049796,46.05112033290342,46.3106823428087,8771800
2014-01-03,46.26883316040039,46.46978498733646,46.1767335668265,46.23534385092849,3642500
2014-01-06,46.076263427734375,46.56189522401016,46.00928160405373,46.41118212820191,9123500
2014-01-07,46.5618782043457,46.71259124506413,46.285569898355156,46.285569898355156,5714000
2014-01-08,46.97215270996094,47.039137706887644,46.51164203516141,46.63723730738876,7793300
2014-01-09,47.32382583618164,47.35731834050528,46.93029689543139,47.03914593747272,6204700
2014-01-10,47.508026123046875,47.516397651184604,47.06425847525154,47.441041121862426,7734300
2014-01-13,47.12285614013672,47.784318476675814,47.02238185927629,47.60848768666511,12815600
2014-01-14,47.71735382080078,47.79271035700852,47.14799403479142,47.19822959624928,6943500
2014-01-15,47.675472259521484,47.81781376023613,47.54988019961797,47.81781376023613,10054100
2014-01-16,47.79271697998047,47.876445056693655,47.600136654301636,47.658746946805145,5489900
2014-01-17,47.74246597290039,47.92667152725137,47.60849916810529,47.792704722456264,6907500
2014-01-21,48.01877975463867,48.10251101897158,47.65037177363731,47.985290442926654,5697400
2014-01-22,48.060646057128906,48.14437412582625,47.90155825497442,48.05227133384652,5391300
2014-01-23,47.7257194519043,48.01877083759724,47.41592181645453,47.86805778380643,7052900
2014-01-24,46.603759765625,47.53315613512439,46.603759765625,47.441053331801534,13101900
2014-01-27,46.226966857910156,46.68747757924839,46.07625379361462,46.58700326772496,13825900
2014-01-28,46.84657287597656,47.03915000144378,46.494907938238086,46.52002891566166,8806300
2014-01-29,46.41952896118164,46.88841425356439,46.26044441981129,46.52837796002437,12281200
2014-01-30,47.26520919799805,47.37405822540964,46.854934060228544,46.880055032105425,10714100
2014-01-31,46.85493850708008,47.131246865805224,46.62886890285611,46.779581972338754,10821300
2014-02-03,45.933921813964844,47.10613079481952,45.850190547747296,46.972163962892665,15808800
2014-02-04,46.386051177978516,46.44466145482196,46.05113257256979,46.19347090375515,10080000
2014-02-05,46.126487731933594,46.44466007823945,45.75807983211974,46.36092883235873,16384200
