Price,Close,High,Low,Open,Volume
Ticker,XLV,XLV,XLV,XLV,XLV
Date,,,,,
2014-01-02,46.15998840332031,46.402801074315434,46.05113936141291,46.31070147857025,8771800
2014-01-03,46.268821716308594,46.46977349354142,46.17672214551453,46.235332415119906,3642500
2014-01-06,46.076255798339844,46.5618875142038,46.00927398575018,46.41117444335091,9123500
2014-01-07,46.5618896484375,46.71260272619855,46.285581274535225,46.285581274535225,5714000
2014-01-08,46.97216033935547,47.039145347162126,46.51164958975805,46.63724488238506,7793300
2014-01-09,47.323822021484375,47.35731452310824,46.93029311245586,47.03914214572304,6204700
2014-01-10,47.508026123046875,47.516397651184604,47.06425847525154,47.441041121862426,7734300
2014-01-13,47.12286376953125,47.784326213163965,47.022389472403596,47.60849539468549,12815600
2014-01-14,47.71733856201172,47.79269507412236,47.14797895806905,47.198214503462864,6943500
2014-01-15,47.675479888916016,47.81782141240924,47.54988780891429,47.81782141240924,10054100
2014-01-16,47.79271697998047,47.876445056693655,47.600136654301636,47.658746946805145,5489900
2014-01-17,47.742469787597656,47.92667535666694,47.60850297209839,47.792708541167684,6907500
2014-01-21,48.01877212524414,48.102503376273525,47.65036420277675,47.98528281885302,5697400
2014-01-22,48.060638427734375,48.1443664831403,47.90155065083431,48.052263705781435,5391300
2014-01-23,47.72572326660156,48.018774675717985,47.4159256063898,47.86806160988074,7052900
2014-01-24,46.60375213623047,47.533148353580515,46.60375213623047,47.4410455653356,13101900
2014-01-27,46.22696304321289,46.6874737265493,46.07624999135435,46.58699942331712,13825900
2014-01-28,46.84656524658203,47.0391423406863,46.494900366115424,46.520021339447815,8806300
2014-01-29,46.4195442199707,46.88842966648302,46.260459626306904,46.528393254593716,12281200
2014-01-30,47.26521301269531,47.37406204889193,46.85493784181318,46.88005881571753,10714100
2014-01-31,46.854923248291016,47.13123151703353,46.628853717688926,46.77956673809032,10821300
2014-02-03,45.93391799926758,47.10612688277323,45.8501867400037,46.972160061971984,15808800
2014-02-04,46.38605499267578,46.44466527433922,46.05113635972401,46.193474702615,10080000
2014-02-05,46.126487731933594,46.44466007823945,45.75807983211974,46.36092883235873,16384200
2014-02-06,46.38605499267578,46.44466527433922,46.168356923050894,46.235341927249564,7842200
2014-02-07,47.18147277832031,47.19821902639633,46.327436484585235,46.45302855412499,11497100
2014-02-10,47.575016021728516,47.59176227487281,47.0893874566286,47.273589853173505,7902800
2014-02-11,48.219730377197266,48.261594411295846,47.499657492225865,47.60850653609903,10380300
2014-02-12,48.219730377197266,48.487664028253455,48.07738882843682,48.37044345516901,6535800
2014-02-13,48.56301498413086,48.5881327628981,47.87643468298032,47.96016274155158,8256400
2014-02-14,48.738834381103516,48.81419089373444,48.42066527801289,48.52113956351414,8379800
2014-02-18,49.19097900390625,49.29145330073748,48.85606042244174,48.95653791329328,10874200
2014-02-19,48.88957214355469,49.35008297863339,48.822590317335646,49.17425209153414,10732700
2014-02-20,49.33332061767578,49.40867714383396,48.78908187899604,48.9565411809054,9852300
2014-02-21,49.24122619628906,49.58451636386986,49.18261591358168,49.38356454171534,5196300
2014-02-24,49.609619140625,49.894298939403726,49.33331086797805,49.40866737924359,6464300
2014-02-25,49.484046936035156,49.76035533736343,49.341708567366446,49.53428569828249,6858600
2014-02-26,49.484046936035156,49.79384784552832,49.366826351479425,49.62638849872525,7449000
2014-02-27,49.76871871948242,49.76871871948242,49.3500720180244,49.48403883473013,5980100
2014-02-28,49.76871871948242,50.245975703622896,49.34170048936441,49.81058594484491,10341200
2014-03-03,49.400306701660156,49.601258507171565,49.07376281247214,49.11562684036434,8919900
2014-03-04,50.33808135986328,50.40506636904686,49.852452819366505,49.852452819366505,9658900
2014-03-05,50.21249008178711,50.43855970045599,50.13713354223082,50.41343872458983,10740200
2014-03-06,49.902679443359375,50.656244691586195,49.79383361396475,50.48041386500676,14206800
2014-03-07,49.77708053588867,50.23759114928646,49.45890823095092,50.17060616129113,12630300
2014-03-10,49.98641586303711,50.011533642570676,49.52590513880395,49.77709251620196,7775900
2014-03-11,49.88594436645508,50.23760607585601,49.77709532563152,49.98641868428092,6031700
2014-03-12,49.877559661865234,49.93616993503619,49.49240552559315,49.64311856918142,8822700
2014-03-13,49.19935607910156,50.061770405715755,49.098881770940345,50.03664943315995,12551400
2014-03-14,48.93142318725586,49.3165805632925,48.90630540834808,49.12400027826382,8006100
2014-03-17,49.408687591552734,49.618010964696786,49.149128653027674,49.232856724676815,6430200
2014-03-18,49.936195373535156,50.03666972243754,49.458938223721404,49.50917699518357,6147200
2014-03-19,49.785457611083984,50.27108924611482,49.46728846470556,49.99478093086892,8404800
2014-03-20,49.785457611083984,49.844067885102135,49.5175240172809,49.785457611083984,4895400
2014-03-21,48.88225555419922,50.176148952474286,48.78983413931235,49.99970661265818,19504500
2014-03-24,48.33612823486328,49.10910467847967,47.9832499838063,49.05029163663684,20490000
2014-03-25,48.76462936401367,49.09230295788692,48.260513430687425,48.495768814934564,14646400
2014-03-26,48.78145217895508,49.369582851507886,48.73944009799692,48.991499763458734,13638300
2014-03-27,48.672218322753906,48.932678437404135,48.25212322464974,48.80664862594438,12961000
2014-03-28,48.487361907958984,49.2771425229979,48.327726969102564,48.823439174580265,13128800
2014-03-31,49.14272689819336,49.18473576776891,48.73103228418183,48.89066727059745,9508100
2014-04-01,49.45357894897461,49.68043061081314,49.11750170067972,49.28554032482716,10114900
2014-04-02,49.67203903198242,49.70564740602313,49.4115821458443,49.571217114931244,8999300
2014-04-03,49.56281661987305,49.79806882799674,49.23513978060954,49.7644604539588,9609100
2014-04-04,48.73941421508789,49.982898075464604,48.714209543955285,49.831663638528795,20115400
2014-04-07,48.25210189819336,49.03347869172001,48.02525026087242,48.4873540235322,15263300
2014-04-08,47.85721969604492,48.31932353634921,47.56315448996138,48.29411886299073,15165000
2014-04-09,48.88225555419922,48.890656044156856,47.93283993545758,47.966448305429275,14438600
2014-04-10,47.25229263305664,48.94107332378348,47.143067022639514,48.865456086582526,17622500
2014-04-11,46.8069953918457,47.63038140533159,46.68096878456788,47.04225082789257,14710100
2014-04-14,47.067447662353516,47.336308225813596,46.53812702582305,47.12626071029349,11085300
