Price,Close,High,Low,Open,Volume
Ticker,XLE,XLE,XLE,XLE,XLE
Date,,,,,
2014-01-02,57.10305404663086,57.75098415002204,56.873988352831724,57.5808239164899,11133600
2014-01-03,56.89360427856445,57.39100748387636,56.77579838765521,57.16193686753455,9714300
2014-01-06,56.972145080566406,57.161938750764506,56.65144820442478,57.06377133281937,9256600
2014-01-07,57.40410614013672,57.44337311377273,56.841256216154186,57.135773498195505,6651000
2014-01-08,57.004878997802734,57.43028954866656,56.78890064214392,57.41065606056256,10941500
2014-01-09,56.82817077636719,57.16195004987075,56.356947104059536,57.06378261252102,12222700
2014-01-10,56.87398147583008,56.945974255641495,56.50093025010591,56.86743531586803,10470100
2014-01-13,55.74174880981445,56.80200228066765,55.68938950411,56.71692215384158,16717600
2014-01-14,56.46820831298828,56.49438796137337,55.96426381303299,55.96426381303299,13222100
2014-01-15,56.3045768737793,56.59909410840231,56.21949678018044,56.546734823146274,11667900
2014-01-16,56.383121490478516,56.396208816484844,55.938077507411705,56.19986896684926,11297100
2014-01-17,56.291500091552734,56.82817038279584,56.219507309156704,56.52056576587774,12632900
2014-01-21,56.75619125366211,56.88708452954773,56.27842130948864,56.690744615719304,12725800
2014-01-22,57.01795959472656,57.08340620603529,56.657995742644005,56.89360753796052,10557600
2014-01-23,56.37004089355469,56.8281772911556,56.10170821194167,56.710371359573394,14900800
2014-01-24,55.191978454589844,56.02970718119873,55.159252647696,56.02970718119873,17426100
2014-01-27,54.995643615722656,55.40142072612523,54.60950498898727,55.29016095163449,16054500
2014-01-28,55.41450881958008,55.4995939368707,54.976010883533824,55.12654263417705,9112800
2014-01-29,55.10689163208008,55.48648900985654,54.64221414959797,54.93018526284313,20124900
2014-01-30,55.28361511230469,55.57158628867085,54.9694642841545,55.47995501079779,12265700
2014-01-31,54.57020568847656,55.05452151124915,54.34114009297898,54.642198446098014,15983200
2014-02-03,53.595054626464844,54.74693411525491,53.5230618463369,54.51786844814647,25172800
2014-02-04,54.14482879638672,54.282268226034915,53.699784693748626,53.896124596135415,20339800
2014-02-05,53.61469268798828,54.157909168666066,53.54269990171738,54.144821840824754,27270900
2014-02-06,54.41313934326172,54.5440325582343,53.739029798966385,53.75866328188667,13028300
2014-02-07,55.00217819213867,55.087258297077874,54.41314863763706,54.74693288406413,12402300
