Date,Close,High,Low,Open,Volume,Smoothed_Close,KMeans_Cluster,GMM_Cluster,DTW_Distance,Major_Event
2014-01-02,46.15998840332031,46.40280107431544,46.05113936141291,46.31070147857025,8771800,46.15998840332031,0,2,0.0,None
2014-01-03,46.268821716308594,46.46977349354142,46.17672214551453,46.23533241511991,3642500,46.21440505981445,0,2,0.001999798703183453,None
2014-01-06,46.07625579833984,46.5618875142038,46.00927398575018,46.41117444335091,9123500,46.168355305989586,0,2,0.001692317093954454,None
2014-01-07,46.5618896484375,46.71260272619855,46.285581274535225,46.285581274535225,5714000,46.26673889160156,0,2,0.003615572502925657,None
2014-01-08,46.97216033935547,47.039145347162126,46.51164958975805,46.63724488238506,7793300,46.407823181152345,0,2,0.005184812839678976,None
2014-01-09,47.323822021484375,47.35731452310824,46.93029311245586,47.03914214572304,6204700,46.560489654541016,0,2,0.005610455238739931,None
2014-01-10,47.50802612304688,47.516397651184604,47.06425847525154,47.441041121862426,7734300,46.69585200718471,0,2,0.0049745330697759105,None
2014-01-13,47.12286376953125,47.784326213163965,47.0223894724036,47.60849539468549,12815600,46.74922847747803,0,2,0.00196157211688619,None
2014-01-14,47.71733856201172,47.79269507412236,47.14797895806905,47.198214503462864,6943500,46.85679626464844,0,2,0.003953089644727958,None
2014-01-15,47.675479888916016,47.81782141240924,47.54988780891429,47.81782141240924,10054100,46.9386646270752,0,2,0.0030086421246851014,None
2014-01-16,47.79271697998047,47.876445056693655,47.60013665430164,47.658746946805145,5489900,47.016305750066586,0,2,0.00285329211816987,None
2014-01-17,47.742469787597656,47.92667535666694,47.60850297209839,47.79270854116768,6907500,47.07681941986084,0,2,0.0022238624380102046,None
2014-01-21,48.01877212524414,48.102503376273525,47.65036420277675,47.98528281885302,5697400,47.14927732027494,0,2,0.0026628099670018557,None
2014-01-22,48.060638427734375,48.1443664831403,47.90155065083431,48.05226370578144,5391300,47.21437454223633,0,2,0.0023923068495259603,None
2014-01-23,47.72572326660156,48.01877467571799,47.4159256063898,47.86806160988074,7052900,47.24846445719401,0,2,0.0012527959657233634,None
2014-01-24,46.60375213623047,47.53314835358052,46.60375213623047,47.4410455653356,13101900,47.20816993713379,0,2,0.001480813672749548,None
2014-01-27,46.22696304321289,46.6874737265493,46.07624999135435,46.58699942331712,13825900,47.15045188455021,0,2,0.0021211241951137882,None
2014-01-28,46.84656524658203,47.0391423406863,46.494900366115424,46.520021339447815,8806300,47.13356929355197,0,2,0.0006204310547504033,None
2014-01-29,46.4195442199707,46.88842966648302,46.2604596263069,46.52839325459372,12281200,47.09598902652138,0,2,0.0013810655434363106,None
2014-01-30,47.26521301269531,47.37406204889193,46.85493784181318,46.88005881571753,10714100,47.10445022583008,0,2,0.0003109469874675863,None
2014-01-31,46.854923248291016,47.13123151703353,46.628853717688926,46.77956673809032,10821300,47.09256798880441,0,2,0.00043666927969754354,None
2014-02-03,45.93391799926758,47.10612688277323,45.8501867400037,46.972160061971984,15808800,47.0399020801891,0,2,0.00193545915049409,None
2014-02-04,46.38605499267578,46.44466527433922,46.05113635972401,46.193474702615,10080000,47.01147394594939,0,2,0.0010447269209312715,None
2014-02-05,46.1264877319336,46.44466007823945,45.75807983211974,46.36092883235873,16384200,46.974599520365395,0,2,0.0013551260443842583,None
2014-02-06,46.38605499267578,46.44466527433922,46.168356923050894,46.23534192724957,7842200,46.95105773925781,0,2,0.0008651546486440065,None
2014-02-07,47.18147277832031,47.19821902639633,46.32743648458524,46.45302855412499,11497100,46.95991985614483,0,2,0.00032568060957638423,None
2014-02-10,47.57501602172852,47.59176227487281,47.0893874566286,47.27358985317351,7902800,46.98270119561089,0,2,0.0008372086058967554,None
2014-02-11,48.21973037719727,48.261594411295846,47.499657492225865,47.60850653609903,10380300,47.02688080923898,0,2,0.0016235899030310197,None
2014-02-12,48.21973037719727,48.487664028253455,48.07738882843682,48.37044345516901,6535800,47.06801355296168,0,2,0.0015116181855805433,None
2014-02-13,48.56301498413086,48.5881327628981,47.87643468298032,47.96016274155158,8256400,47.11784693400065,0,2,0.001831364460764151,None
2014-02-14,48.73883438110352,48.81419089373444,48.42066527801289,48.52113956351414,8379800,47.20380846659342,0,2,0.003159065118622406,None
2014-02-18,49.19097900390625,49.29145330073748,48.85606042244174,48.95653791329328,10874200,47.30121370951335,0,2,0.0035796186503209704,None
2014-02-19,48.88957214355469,49.35008297863339,48.822590317335646,49.17425209153414,10732700,47.39499092102051,0,2,0.0034462893908298042,None
2014-02-20,49.33332061767578,49.40867714383396,48.78908187899604,48.9565411809054,9852300,47.48737195332845,0,2,0.0033949801496544474,None
2014-02-21,49.24122619628906,49.58451636386986,49.18261591358168,49.38356454171534,5196300,47.5630074818929,0,2,0.0027795870177007576,None
2014-02-24,49.609619140625,49.894298939403726,49.33331086797805,49.40866737924359,6464300,47.63920071919759,0,2,0.002800082676333915,None
2014-02-25,49.48404693603516,49.76035533736343,49.341708567366446,49.53428569828249,6858600,47.705068079630536,0,2,0.002420609248385386,None
2014-02-26,49.48404693603516,49.79384784552832,49.36682635147943,49.62638849872525,7449000,47.78377418518066,0,2,0.0028924299645038953,None
2014-02-27,49.76871871948242,49.76871871948242,49.3500720180244,49.48403883473013,5980100,47.85215352376302,0,2,0.00251292382574575,None
2014-02-28,49.76871871948242,50.245975703622896,49.34170048936441,49.81058594484491,10341200,47.92192815144857,0,2,0.00256420035611149,None
2014-03-03,49.40030670166016,49.601258507171565,49.07376281247214,49.11562684036434,8919900,47.97551447550456,0,2,0.0019692841908998115,None
2014-03-04,50.33808135986328,50.40506636904686,49.852452819366505,49.852452819366505,9658900,48.062034861246744,0,2,0.003179602834010753,None
2014-03-05,50.21249008178711,50.43855970045599,50.13713354223082,50.41343872458983,10740200,48.13515879313151,0,2,0.002687286459258642,None
2014-03-06,49.902679443359375,50.6562446915862,49.79383361396475,50.48041386500676,14206800,48.19656016031901,0,2,0.002256485098243388,None
2014-03-07,49.77708053588867,50.23759114928646,49.45890823095092,50.17060616129113,12630300,48.26493873596191,0,2,0.0025128957879088087,None
2014-03-10,49.98641586303711,50.01153364257068,49.52590513880395,49.77709251620196,7775900,48.37769419352214,0,2,0.004143735251909364,None
2014-03-11,49.88594436645508,50.23760607585601,49.77709532563152,49.98641868428092,6031700,48.49966023763021,0,2,0.004482222035563588,None
2014-03-12,49.877559661865234,49.93616993503619,49.49240552559315,49.64311856918142,8822700,48.60069338480631,0,2,0.003712943236839239,None
2014-03-13,49.19935607910156,50.06177040571576,49.098881770940345,50.03664943315995,12551400,48.69335378011068,0,2,0.003405246670862505,None
2014-03-14,48.93142318725586,49.3165805632925,48.90630540834808,49.12400027826382,8006100,48.748894119262694,0,2,0.002041093763681223,None
2014-03-17,49.408687591552734,49.61801096469679,49.14912865302768,49.232856724676815,6430200,48.834019597371416,0,2,0.003128340322563261,None
2014-03-18,49.93619537353516,50.03666972243754,49.45893822372141,49.50917699518357,6147200,48.967428843180336,0,2,0.00490275687537145,None
2014-03-19,49.785457611083984,50.27108924611482,49.46728846470556,49.99478093086892,8404800,49.080742263793944,0,2,0.004164240256487872,None
2014-03-20,49.785457611083984,49.844067885102135,49.5175240172809,49.785457611083984,4895400,49.20270792643229,0,2,0.004482208016645561,None
2014-03-21,48.88225555419922,50.176148952474286,48.78983413931235,49.99970661265818,19504500,49.28591461181641,0,2,0.0030578251632433773,None
2014-03-24,48.33612823486328,49.10910467847967,47.9832499838063,49.05029163663684,20490000,49.32440312703451,0,2,0.0014144434402894035,None
2014-03-25,48.76462936401367,49.09230295788692,48.26051343068743,48.49576881493456,14646400,49.36405690511068,0,2,0.0014572665628875825,None
2014-03-26,48.78145217895508,49.369582851507886,48.73944009799692,48.991499763458734,13638300,49.38278096516927,0,2,0.0006881045884825632,None
2014-03-27,48.67221832275391,48.932678437404135,48.25212322464974,48.80664862594438,12961000,49.397863896687824,0,2,0.0005542940127947205,None
2014-03-28,48.48736190795898,49.2771425229979,48.32772696910256,48.823439174580265,13128800,49.395342127482095,0,2,9.267439626481355e-05,None
2014-03-31,49.14272689819336,49.18473576776891,48.73103228418183,48.89066727059745,9508100,49.40880521138509,0,2,0.0004947650124915715,None
2014-04-01,49.45357894897461,49.68043061081314,49.11750170067972,49.28554032482716,10114900,49.41755854288737,0,2,0.00032168277352107033,None
2014-04-02,49.67203903198242,49.70564740602313,49.4115821458443,49.57121711493125,8999300,49.44364077250163,0,2,0.0009585155046112348,None
2014-04-03,49.56281661987305,49.79806882799674,49.23513978060954,49.7644604539588,9609100,49.451290639241535,0,2,0.00028113071569602077,None
2014-04-04,48.73941421508789,49.98289807546461,48.714209543955285,49.8316636385288,20115400,49.434563573201494,0,2,0.0006147155508999802,None
2014-04-07,48.25210189819336,49.03347869172001,48.02525026087242,48.4873540235322,15263300,49.389312998453775,0,2,0.0016629474600031724,None
2014-04-08,47.85721969604492,48.31932353634921,47.56315448996138,48.29411886299073,15165000,49.33508542378743,0,2,0.001992849992652923,None
2014-04-09,48.88225555419922,48.890656044156856,47.93283993545758,47.96644830542928,14438600,49.31502571105957,0,2,0.0007371894946124335,None
2014-04-10,47.25229263305664,48.94107332378348,47.14306702263952,48.865456086582526,17622500,49.23114484151204,0,2,0.0030826012649474155,None
2014-04-11,46.8069953918457,47.63038140533159,46.68096878456788,47.04225082789257,14710100,49.13242073059082,0,2,0.0036280867240430226,None
2014-04-14,47.06744766235352,47.3363082258136,46.53812702582305,47.12626071029349,11085300,49.05465876261393,0,2,0.0028577331415782226,None
2014-04-15,47.57156753540039,47.672392665586784,46.56333866903496,47.252297571690455,17424500,48.96244163513184,0,2,0.0033889566877349786,None
2014-04-16,47.806827545166016,48.06728447707618,47.5043585357864,47.98326673228029,29585700,48.882252883911136,0,2,0.002946916827172741,None
2014-04-17,47.79841613769531,48.04207204540149,47.546359738893166,47.82362081605423,8656900,48.81211077372233,0,2,0.00257770524745915,None
2014-04-21,48.369747161865234,48.386551349641486,47.7984175977572,47.89083902799101,5545000,48.76519966125488,0,2,0.0017239718115977798,None
2014-04-22,48.899070739746094,49.159527652943886,48.64701431839576,48.71422786838925,8980300,48.72895482381185,0,2,0.0013319888355045606,None
2014-04-23,48.65541076660156,49.00829229122188,48.48737209797622,48.98308440763192,8668900,48.687937037150064,0,2,0.0015073935419482876,None
2014-04-24,48.57979965209961,48.90747333445105,48.126096151118496,48.90747333445105,8012600,48.64467837015788,0,2,0.0015897453413320495,None
2014-04-25,48.21851348876953,48.56299133130459,48.0924868859325,48.54618714324542,6368600,48.61198361714681,0,2,0.0012015241083302985,None
2014-04-28,48.50417709350586,48.84025443635614,47.87403447946488,48.62180320198213,9735200,48.59774208068848,0,2,0.0005233729518787644,None
2014-04-29,48.78984069824219,48.83184956381887,48.462167059644685,48.58819686144573,8955800,48.57711385091146,0,2,0.0007580823559325545,None
2014-04-30,48.831844329833984,48.907461561795465,48.53777909724527,48.70581774661196,11115200,48.54030214945475,0,2,0.001352820948178346,None
2014-05-01,48.94107055664063,49.20993111702681,48.55458390171931,48.86545332371509,6857500,48.51215591430664,0,2,0.0010343671988513048,None
2014-05-02,48.52098083496094,49.01669314831749,48.42015891506144,48.92427171963001,6126300,48.47000668843587,0,2,0.0015489736537859233,None
2014-05-05,48.84024429321289,48.857048477372615,48.06726784721743,48.352932567792,7218700,48.468606313069664,0,2,5.146344927720037e-05,None
